Facultades,Empresas y Contabilidad,Ad. Pública,Economía,Ciencias Nat. y Exactas,Enfermería,Medicina,Arquitectura,Educación,C. Social,Derecho,Humanidades
Cantidad,1945,1092,829,1571,595,1172,325,2736,614,2139,2869
